SUPPLIER_ID,SKU_ID,SUPPLIER_SKU,PURCHASE_COST,MOQ_UNITS,LEAD_TIME_DAYS,ORDER_MULTIPLE,PRIMARY_FLAG,ACTIVE_FLAG
sup-160,APP-CHI-00154,VND-sup-160-APP-CHI-,71.97,200,29,10,1,1
sup-030,APP-CHI-00154,VND-sup-030-APP-CHI-,86.36,50,56,10,0,1
sup-131,APP-CHI-00155,VND-sup-131-APP-CHI-,21.12,200,29,10,1,1
sup-103,APP-CHI-00155,VND-sup-103-APP-CHI-,23.02,50,51,10,0,1
sup-069,APP-CHI-00156,VND-sup-069-APP-CHI-,49.48,200,29,10,1,1
sup-163,APP-CHI-00156,VND-sup-163-APP-CHI-,58.39,100,51,10,0,1
sup-163,APP-CHI-00157,VND-sup-163-APP-CHI-,22.2,200,29,10,1,1
sup-132,APP-CHI-00157,VND-sup-132-APP-CHI-,25.31,100,44,10,0,1
sup-010,APP-CHI-00158,VND-sup-010-APP-CHI-,43.89,100,29,10,1,1
sup-154,APP-CHI-00158,VND-sup-154-APP-CHI-,53.55,200,41,10,0,1
sup-160,APP-CHI-00159,VND-sup-160-APP-CHI-,55.1,100,29,10,1,1
sup-059,APP-CHI-00159,VND-sup-059-APP-CHI-,65.02,25,54,10,0,1
sup-171,APP-CHI-00160,VND-sup-171-APP-CHI-,28.75,100,29,10,1,1
sup-030,APP-CHI-00160,VND-sup-030-APP-CHI-,30.48,50,46,10,0,1
sup-087,APP-CHI-00161,VND-sup-087-APP-CHI-,67.02,200,29,10,1,1
sup-171,APP-CHI-00161,VND-sup-171-APP-CHI-,81.09,25,50,10,0,1
sup-038,APP-CHI-00162,VND-sup-038-APP-CHI-,60.68,200,29,10,1,1
sup-116,APP-CHI-00162,VND-sup-116-APP-CHI-,74.03,50,44,10,0,1
sup-132,APP-CHI-00163,VND-sup-132-APP-CHI-,36.59,50,29,10,1,1
sup-046,APP-CHI-00163,VND-sup-046-APP-CHI-,42.44,50,45,10,0,1
sup-116,APP-CHI-00164,VND-sup-116-APP-CHI-,72.55,100,29,10,1,1
sup-042,APP-CHI-00164,VND-sup-042-APP-CHI-,81.26,100,36,10,0,1
sup-085,APP-CHI-00165,VND-sup-085-APP-CHI-,54.29,200,29,10,1,1
sup-151,APP-CHI-00165,VND-sup-151-APP-CHI-,58.09,200,38,10,0,1
sup-146,APP-CHI-00166,VND-sup-146-APP-CHI-,17.9,25,29,10,1,1
sup-111,APP-CHI-00166,VND-sup-111-APP-CHI-,21.66,25,35,10,0,1
sup-171,APP-CHI-00167,VND-sup-171-APP-CHI-,20.71,200,29,10,1,1
sup-086,APP-CHI-00167,VND-sup-086-APP-CHI-,25.27,100,49,10,0,1
sup-154,APP-CHI-00168,VND-sup-154-APP-CHI-,38.85,50,29,10,1,1
sup-042,APP-CHI-00168,VND-sup-042-APP-CHI-,41.96,200,46,10,0,1
sup-154,APP-CHI-00169,VND-sup-154-APP-CHI-,60.21,25,29,10,1,1
sup-160,APP-CHI-00169,VND-sup-160-APP-CHI-,63.82,100,56,10,0,1
sup-001,APP-CHI-00170,VND-sup-001-APP-CHI-,34.56,200,29,10,1,1
sup-103,APP-CHI-00170,VND-sup-103-APP-CHI-,41.82,200,34,10,0,1
sup-045,APP-CHI-00171,VND-sup-045-APP-CHI-,46.44,100,29,10,1,1
sup-085,APP-CHI-00171,VND-sup-085-APP-CHI-,58.05,200,46,10,0,1
sup-086,APP-CHI-00172,VND-sup-086-APP-CHI-,19.87,100,29,10,1,1
sup-042,APP-CHI-00172,VND-sup-042-APP-CHI-,24.64,50,45,10,0,1
sup-084,APP-CHI-00173,VND-sup-084-APP-CHI-,17.94,100,29,10,1,1
sup-111,APP-CHI-00173,VND-sup-111-APP-CHI-,22.25,100,49,10,0,1
sup-116,APP-CHI-00174,VND-sup-116-APP-CHI-,73.65,100,29,10,1,1
sup-190,APP-CHI-00174,VND-sup-190-APP-CHI-,89.12,200,40,10,0,1
sup-084,APP-CHI-00175,VND-sup-084-APP-CHI-,68.54,200,29,10,1,1
sup-087,APP-CHI-00175,VND-sup-087-APP-CHI-,80.88,100,36,10,0,1
sup-104,APP-CHI-00176,VND-sup-104-APP-CHI-,17.25,200,29,10,1,1
sup-038,APP-CHI-00176,VND-sup-038-APP-CHI-,18.63,25,54,10,0,1
sup-104,APP-CHI-00177,VND-sup-104-APP-CHI-,34.38,25,29,10,1,1
sup-171,APP-CHI-00177,VND-sup-171-APP-CHI-,42.29,200,46,10,0,1
sup-163,APP-CHI-00178,VND-sup-163-APP-CHI-,76.93,200,29,10,1,1
sup-069,APP-CHI-00178,VND-sup-069-APP-CHI-,84.62,100,44,10,0,1
sup-111,APP-CHI-00179,VND-sup-111-APP-CHI-,72.31,50,29,10,1,1
sup-010,APP-CHI-00179,VND-sup-010-APP-CHI-,79.54,200,56,10,0,1
sup-154,APP-CHI-00180,VND-sup-154-APP-CHI-,42.08,25,29,10,1,1
sup-038,APP-CHI-00180,VND-sup-038-APP-CHI-,47.97,100,47,10,0,1
sup-151,APP-CHI-00181,VND-sup-151-APP-CHI-,53.88,200,29,10,1,1
sup-146,APP-CHI-00181,VND-sup-146-APP-CHI-,59.81,25,46,10,0,1
sup-177,APP-CHI-00182,VND-sup-177-APP-CHI-,63.46,25,29,10,1,1
sup-046,APP-CHI-00182,VND-sup-046-APP-CHI-,76.15,50,46,10,0,1
sup-086,APP-CHI-00183,VND-sup-086-APP-CHI-,58.23,100,29,10,1,1
sup-154,APP-CHI-00183,VND-sup-154-APP-CHI-,72.21,100,55,10,0,1
sup-029,APP-CHI-00184,VND-sup-029-APP-CHI-,42.87,50,29,10,1,1
sup-069,APP-CHI-00184,VND-sup-069-APP-CHI-,51.87,50,51,10,0,1
sup-154,APP-CHI-00185,VND-sup-154-APP-CHI-,57.36,100,29,10,1,1
sup-163,APP-CHI-00185,VND-sup-163-APP-CHI-,60.8,100,43,10,0,1
sup-085,APP-CHI-00186,VND-sup-085-APP-CHI-,40.26,200,29,10,1,1
sup-177,APP-CHI-00186,VND-sup-177-APP-CHI-,46.3,200,39,10,0,1
sup-001,APP-CHI-00187,VND-sup-001-APP-CHI-,44.02,50,29,10,1,1
sup-146,APP-CHI-00187,VND-sup-146-APP-CHI-,47.98,200,47,10,0,1
sup-038,APP-CHI-00188,VND-sup-038-APP-CHI-,49.39,25,29,10,1,1
sup-139,APP-CHI-00188,VND-sup-139-APP-CHI-,61.24,200,52,10,0,1
sup-149,APP-CHI-00189,VND-sup-149-APP-CHI-,73.12,200,29,10,1,1
sup-029,APP-CHI-00189,VND-sup-029-APP-CHI-,87.01,25,55,10,0,1
sup-107,APP-CHI-00190,VND-sup-107-APP-CHI-,25.47,50,29,10,1,1
sup-197,APP-CHI-00190,VND-sup-197-APP-CHI-,27.25,25,40,10,0,1
sup-084,APP-CHI-00191,VND-sup-084-APP-CHI-,67.6,200,29,10,1,1
sup-086,APP-CHI-00191,VND-sup-086-APP-CHI-,75.71,50,45,10,0,1
sup-038,APP-CHI-00192,VND-sup-038-APP-CHI-,29.0,200,29,10,1,1
sup-171,APP-CHI-00192,VND-sup-171-APP-CHI-,31.03,25,38,10,0,1
sup-177,APP-CHI-00193,VND-sup-177-APP-CHI-,25.68,25,29,10,1,1
sup-086,APP-CHI-00193,VND-sup-086-APP-CHI-,30.05,200,44,10,0,1
sup-146,APP-CHI-00194,VND-sup-146-APP-CHI-,73.4,100,29,10,1,1
sup-085,APP-CHI-00194,VND-sup-085-APP-CHI-,77.8,100,44,10,0,1
sup-021,APP-CHI-00195,VND-sup-021-APP-CHI-,65.82,25,29,10,1,1
sup-149,APP-CHI-00195,VND-sup-149-APP-CHI-,70.43,25,48,10,0,1
sup-030,APP-CHI-00196,VND-sup-030-APP-CHI-,47.55,100,29,10,1,1
sup-029,APP-CHI-00196,VND-sup-029-APP-CHI-,56.58,100,43,10,0,1
sup-046,APP-CHI-00197,VND-sup-046-APP-CHI-,59.02,200,29,10,1,1
sup-107,APP-CHI-00197,VND-sup-107-APP-CHI-,69.05,200,44,10,0,1
sup-144,APP-CHI-00198,VND-sup-144-APP-CHI-,30.32,100,29,10,1,1
sup-046,APP-CHI-00198,VND-sup-046-APP-CHI-,34.56,200,57,10,0,1
sup-069,APP-CHI-00199,VND-sup-069-APP-CHI-,40.07,200,29,10,1,1
sup-001,APP-CHI-00199,VND-sup-001-APP-CHI-,49.69,50,36,10,0,1
sup-069,APP-CHI-00200,VND-sup-069-APP-CHI-,42.5,200,29,10,1,1
sup-197,APP-CHI-00200,VND-sup-197-APP-CHI-,52.7,25,55,10,0,1
sup-104,APP-CHI-00201,VND-sup-104-APP-CHI-,32.04,200,29,10,1,1
sup-029,APP-CHI-00201,VND-sup-029-APP-CHI-,33.96,200,54,10,0,1
sup-052,APP-CHI-00202,VND-sup-052-APP-CHI-,21.89,100,29,10,1,1
sup-187,APP-CHI-00202,VND-sup-187-APP-CHI-,24.08,25,55,10,0,1
sup-103,APP-CHI-00203,VND-sup-103-APP-CHI-,70.9,200,29,10,1,1
sup-132,APP-CHI-00203,VND-sup-132-APP-CHI-,82.95,200,38,10,0,1
sup-045,APP-CHI-00204,VND-sup-045-APP-CHI-,25.71,50,29,10,1,1
sup-151,APP-CHI-00204,VND-sup-151-APP-CHI-,31.88,200,48,10,0,1
sup-046,APP-CHI-00205,VND-sup-046-APP-CHI-,42.93,200,29,10,1,1
sup-021,APP-CHI-00205,VND-sup-021-APP-CHI-,45.08,50,44,10,0,1
sup-103,APP-CHI-00206,VND-sup-103-APP-CHI-,23.87,100,29,10,1,1
sup-160,APP-CHI-00206,VND-sup-160-APP-CHI-,28.41,200,34,10,0,1
sup-001,APP-CHI-00207,VND-sup-001-APP-CHI-,29.52,50,29,10,1,1
sup-139,APP-CHI-00207,VND-sup-139-APP-CHI-,36.31,25,41,10,0,1
sup-144,APP-CHI-00208,VND-sup-144-APP-CHI-,63.35,100,29,10,1,1
sup-177,APP-CHI-00208,VND-sup-177-APP-CHI-,69.69,25,41,10,0,1
sup-046,APP-CHI-00209,VND-sup-046-APP-CHI-,23.91,25,29,10,1,1
sup-104,APP-CHI-00209,VND-sup-104-APP-CHI-,28.45,50,39,10,0,1
sup-103,APP-CHI-00210,VND-sup-103-APP-CHI-,34.72,200,29,10,1,1
sup-046,APP-CHI-00210,VND-sup-046-APP-CHI-,38.19,50,55,10,0,1
sup-139,APP-CHI-00211,VND-sup-139-APP-CHI-,75.28,50,29,10,1,1
sup-111,APP-CHI-00211,VND-sup-111-APP-CHI-,84.31,50,55,10,0,1
sup-154,APP-CHI-00212,VND-sup-154-APP-CHI-,55.54,50,29,10,1,1
sup-038,APP-CHI-00212,VND-sup-038-APP-CHI-,67.2,100,37,10,0,1
sup-177,APP-CHI-00213,VND-sup-177-APP-CHI-,51.15,200,29,10,1,1
sup-144,APP-CHI-00213,VND-sup-144-APP-CHI-,53.71,25,42,10,0,1
sup-187,APP-CHI-00214,VND-sup-187-APP-CHI-,17.4,25,29,10,1,1
sup-197,APP-CHI-00214,VND-sup-197-APP-CHI-,19.14,200,35,10,0,1
sup-151,APP-CHI-00215,VND-sup-151-APP-CHI-,44.74,25,29,10,1,1
sup-042,APP-CHI-00215,VND-sup-042-APP-CHI-,53.69,200,37,10,0,1
sup-030,APP-CHI-00216,VND-sup-030-APP-CHI-,38.23,25,29,10,1,1
sup-187,APP-CHI-00216,VND-sup-187-APP-CHI-,44.73,50,48,10,0,1
sup-059,APP-CHI-00217,VND-sup-059-APP-CHI-,48.31,25,29,10,1,1
sup-010,APP-CHI-00217,VND-sup-010-APP-CHI-,51.21,200,46,10,0,1
sup-103,APP-CHI-00218,VND-sup-103-APP-CHI-,63.11,200,29,10,1,1
sup-149,APP-CHI-00218,VND-sup-149-APP-CHI-,75.1,200,53,10,0,1
sup-177,APP-CHI-00219,VND-sup-177-APP-CHI-,27.3,200,29,10,1,1
sup-151,APP-CHI-00219,VND-sup-151-APP-CHI-,33.85,200,41,10,0,1
sup-107,APP-CHI-00220,VND-sup-107-APP-CHI-,43.24,100,29,10,1,1
sup-021,APP-CHI-00220,VND-sup-021-APP-CHI-,48.86,100,45,10,0,1
sup-046,APP-CHI-00221,VND-sup-046-APP-CHI-,58.25,25,29,10,1,1
sup-059,APP-CHI-00221,VND-sup-059-APP-CHI-,62.91,200,55,10,0,1
sup-069,APP-CHI-00222,VND-sup-069-APP-CHI-,47.48,25,29,10,1,1
sup-046,APP-CHI-00222,VND-sup-046-APP-CHI-,50.8,200,43,10,0,1
sup-069,APP-CHI-00223,VND-sup-069-APP-CHI-,43.46,200,29,10,1,1
sup-146,APP-CHI-00223,VND-sup-146-APP-CHI-,48.24,100,54,10,0,1
sup-042,APP-CHI-00224,VND-sup-042-APP-CHI-,53.96,100,29,10,1,1
sup-046,APP-CHI-00224,VND-sup-046-APP-CHI-,62.05,50,42,10,0,1
sup-001,APP-CHI-00225,VND-sup-001-APP-CHI-,52.34,100,29,10,1,1
sup-144,APP-CHI-00225,VND-sup-144-APP-CHI-,56.0,50,41,10,0,1
sup-038,APP-CHI-00226,VND-sup-038-APP-CHI-,40.7,50,29,10,1,1
sup-046,APP-CHI-00226,VND-sup-046-APP-CHI-,50.47,50,36,10,0,1
sup-190,APP-CHI-00227,VND-sup-190-APP-CHI-,78.87,50,29,10,1,1
sup-029,APP-CHI-00227,VND-sup-029-APP-CHI-,93.86,50,51,10,0,1
sup-190,APP-CHI-00228,VND-sup-190-APP-CHI-,47.6,25,29,10,1,1
sup-151,APP-CHI-00228,VND-sup-151-APP-CHI-,55.22,100,44,10,0,1
sup-116,APP-CHI-00229,VND-sup-116-APP-CHI-,65.98,50,29,10,1,1
sup-139,APP-CHI-00229,VND-sup-139-APP-CHI-,73.9,200,57,10,0,1
sup-131,APP-CHI-00230,VND-sup-131-APP-CHI-,71.71,100,29,10,1,1
sup-149,APP-CHI-00230,VND-sup-149-APP-CHI-,78.88,100,41,10,0,1
sup-085,APP-CHI-00231,VND-sup-085-APP-CHI-,36.05,50,29,10,1,1
sup-139,APP-CHI-00231,VND-sup-139-APP-CHI-,39.66,25,48,10,0,1
sup-045,APP-CHI-00232,VND-sup-045-APP-CHI-,40.16,50,29,10,1,1
sup-144,APP-CHI-00232,VND-sup-144-APP-CHI-,42.97,25,36,10,0,1
sup-010,APP-CHI-00233,VND-sup-010-APP-CHI-,20.92,200,29,10,1,1
sup-059,APP-CHI-00233,VND-sup-059-APP-CHI-,23.64,100,44,10,0,1
sup-171,APP-CHI-00234,VND-sup-171-APP-CHI-,19.94,200,29,10,1,1
sup-038,APP-CHI-00234,VND-sup-038-APP-CHI-,24.33,25,55,10,0,1
sup-086,APP-CHI-00235,VND-sup-086-APP-CHI-,54.14,25,29,10,1,1
sup-132,APP-CHI-00235,VND-sup-132-APP-CHI-,60.1,200,54,10,0,1
sup-104,APP-CHI-00236,VND-sup-104-APP-CHI-,79.91,25,29,10,1,1
sup-171,APP-CHI-00236,VND-sup-171-APP-CHI-,91.9,200,40,10,0,1
sup-084,APP-CHI-00237,VND-sup-084-APP-CHI-,28.57,100,29,10,1,1
sup-154,APP-CHI-00237,VND-sup-154-APP-CHI-,35.14,200,37,10,0,1
sup-103,APP-CHI-00238,VND-sup-103-APP-CHI-,53.59,100,29,10,1,1
sup-160,APP-CHI-00238,VND-sup-160-APP-CHI-,62.7,200,50,10,0,1
sup-171,APP-CHI-00239,VND-sup-171-APP-CHI-,17.41,25,29,10,1,1
sup-139,APP-CHI-00239,VND-sup-139-APP-CHI-,20.89,200,55,10,0,1
sup-116,APP-CHI-00240,VND-sup-116-APP-CHI-,30.26,25,29,10,1,1
sup-042,APP-CHI-00240,VND-sup-042-APP-CHI-,37.52,200,42,10,0,1
sup-111,APP-CHI-00241,VND-sup-111-APP-CHI-,77.81,200,29,10,1,1
sup-086,APP-CHI-00241,VND-sup-086-APP-CHI-,85.59,50,44,10,0,1
sup-029,APP-CHI-00242,VND-sup-029-APP-CHI-,27.98,25,29,10,1,1
sup-010,APP-CHI-00242,VND-sup-010-APP-CHI-,32.74,50,46,10,0,1
sup-149,APP-CHI-00243,VND-sup-149-APP-CHI-,21.47,25,29,10,1,1
sup-086,APP-CHI-00243,VND-sup-086-APP-CHI-,26.19,50,36,10,0,1
sup-069,APP-CHI-00244,VND-sup-069-APP-CHI-,22.79,100,29,10,1,1
sup-116,APP-CHI-00244,VND-sup-116-APP-CHI-,25.75,200,37,10,0,1
sup-087,APP-CHI-00245,VND-sup-087-APP-CHI-,49.31,25,29,10,1,1
sup-144,APP-CHI-00245,VND-sup-144-APP-CHI-,55.23,25,54,10,0,1
sup-010,APP-CHI-00246,VND-sup-010-APP-CHI-,46.84,200,29,10,1,1
sup-111,APP-CHI-00246,VND-sup-111-APP-CHI-,54.8,25,41,10,0,1
sup-059,APP-CHI-00247,VND-sup-059-APP-CHI-,28.85,25,29,10,1,1
sup-030,APP-CHI-00247,VND-sup-030-APP-CHI-,30.29,50,47,10,0,1
sup-149,APP-CHI-00248,VND-sup-149-APP-CHI-,75.61,25,29,10,1,1
sup-029,APP-CHI-00248,VND-sup-029-APP-CHI-,79.39,100,43,10,0,1
sup-069,APP-CHI-00249,VND-sup-069-APP-CHI-,76.55,100,29,10,1,1
sup-059,APP-CHI-00249,VND-sup-059-APP-CHI-,84.2,200,56,10,0,1
sup-131,APP-CHI-00250,VND-sup-131-APP-CHI-,24.09,25,29,10,1,1
sup-087,APP-CHI-00250,VND-sup-087-APP-CHI-,26.74,200,46,10,0,1
sup-111,APP-CHI-00251,VND-sup-111-APP-CHI-,39.28,100,29,10,1,1
sup-030,APP-CHI-00251,VND-sup-030-APP-CHI-,42.03,25,45,10,0,1
sup-029,APP-CHI-00252,VND-sup-029-APP-CHI-,30.41,25,29,10,1,1
sup-116,APP-CHI-00252,VND-sup-116-APP-CHI-,33.45,200,46,10,0,1
sup-139,APP-CHI-00253,VND-sup-139-APP-CHI-,35.29,100,29,10,1,1
sup-001,APP-CHI-00253,VND-sup-001-APP-CHI-,42.7,25,37,10,0,1
sup-107,APP-CHI-00254,VND-sup-107-APP-CHI-,60.5,200,29,10,1,1
sup-151,APP-CHI-00254,VND-sup-151-APP-CHI-,73.81,100,51,10,0,1
sup-087,APP-CHI-00255,VND-sup-087-APP-CHI-,28.85,200,29,10,1,1
sup-104,APP-CHI-00255,VND-sup-104-APP-CHI-,30.58,50,44,10,0,1
sup-084,APP-CHI-00256,VND-sup-084-APP-CHI-,59.69,25,29,10,1,1
sup-001,APP-CHI-00256,VND-sup-001-APP-CHI-,67.45,50,51,10,0,1
sup-052,APP-CHI-00257,VND-sup-052-APP-CHI-,45.3,100,29,10,1,1
sup-177,APP-CHI-00257,VND-sup-177-APP-CHI-,52.09,50,37,10,0,1
sup-146,APP-CHI-00258,VND-sup-146-APP-CHI-,34.68,50,29,10,1,1
sup-139,APP-CHI-00258,VND-sup-139-APP-CHI-,38.84,100,57,10,0,1
sup-038,APP-CHI-00259,VND-sup-038-APP-CHI-,44.82,200,29,10,1,1
sup-197,APP-CHI-00259,VND-sup-197-APP-CHI-,55.58,50,47,10,0,1
sup-131,APP-CHI-00260,VND-sup-131-APP-CHI-,30.58,200,29,10,1,1
sup-177,APP-CHI-00260,VND-sup-177-APP-CHI-,34.86,50,54,10,0,1
sup-001,APP-CHI-00261,VND-sup-001-APP-CHI-,70.24,200,29,10,1,1
sup-131,APP-CHI-00261,VND-sup-131-APP-CHI-,78.67,100,53,10,0,1
sup-116,APP-CHI-00262,VND-sup-116-APP-CHI-,56.03,50,29,10,1,1
sup-085,APP-CHI-00262,VND-sup-085-APP-CHI-,61.07,100,35,10,0,1
sup-144,APP-CHI-00263,VND-sup-144-APP-CHI-,26.82,50,29,10,1,1
sup-030,APP-CHI-00263,VND-sup-030-APP-CHI-,31.11,100,44,10,0,1
sup-163,APP-CHI-00264,VND-sup-163-APP-CHI-,47.23,100,29,10,1,1
sup-144,APP-CHI-00264,VND-sup-144-APP-CHI-,57.62,50,57,10,0,1
sup-059,APP-CHI-00265,VND-sup-059-APP-CHI-,63.21,50,29,10,1,1
sup-151,APP-CHI-00265,VND-sup-151-APP-CHI-,77.75,50,49,10,0,1
sup-069,APP-CHI-00266,VND-sup-069-APP-CHI-,19.76,25,29,10,1,1
sup-030,APP-CHI-00266,VND-sup-030-APP-CHI-,22.33,200,38,10,0,1
sup-010,APP-CHI-00267,VND-sup-010-APP-CHI-,45.42,25,29,10,1,1
sup-131,APP-CHI-00267,VND-sup-131-APP-CHI-,51.78,25,48,10,0,1
sup-190,APP-CHI-00268,VND-sup-190-APP-CHI-,20.2,100,29,10,1,1
sup-146,APP-CHI-00268,VND-sup-146-APP-CHI-,23.43,50,45,10,0,1
sup-104,APP-CHI-00269,VND-sup-104-APP-CHI-,62.52,200,29,10,1,1
sup-131,APP-CHI-00269,VND-sup-131-APP-CHI-,76.27,100,50,10,0,1
sup-132,APP-CHI-00270,VND-sup-132-APP-CHI-,58.89,25,29,10,1,1
sup-171,APP-CHI-00270,VND-sup-171-APP-CHI-,65.37,50,35,10,0,1
sup-132,APP-CHI-00271,VND-sup-132-APP-CHI-,42.87,100,29,10,1,1
sup-151,APP-CHI-00271,VND-sup-151-APP-CHI-,53.16,50,45,10,0,1
sup-190,APP-CHI-00272,VND-sup-190-APP-CHI-,75.97,100,29,10,1,1
sup-045,APP-CHI-00272,VND-sup-045-APP-CHI-,85.85,50,53,10,0,1
sup-151,APP-CHI-00273,VND-sup-151-APP-CHI-,31.95,25,29,10,1,1
sup-187,APP-CHI-00273,VND-sup-187-APP-CHI-,39.94,200,55,10,0,1
sup-103,APP-CHI-00274,VND-sup-103-APP-CHI-,36.1,25,29,10,1,1
sup-046,APP-CHI-00274,VND-sup-046-APP-CHI-,44.76,200,35,10,0,1
sup-149,APP-CHI-00275,VND-sup-149-APP-CHI-,59.51,50,29,10,1,1
sup-010,APP-CHI-00275,VND-sup-010-APP-CHI-,63.08,100,45,10,0,1
sup-085,APP-CHI-00276,VND-sup-085-APP-CHI-,70.03,25,29,10,1,1
sup-187,APP-CHI-00276,VND-sup-187-APP-CHI-,85.44,200,41,10,0,1
sup-030,APP-CHI-00277,VND-sup-030-APP-CHI-,24.82,25,29,10,1,1
sup-160,APP-CHI-00277,VND-sup-160-APP-CHI-,27.55,200,42,10,0,1
sup-116,APP-CHI-00278,VND-sup-116-APP-CHI-,74.18,25,29,10,1,1
sup-197,APP-CHI-00278,VND-sup-197-APP-CHI-,80.86,200,39,10,0,1
sup-190,APP-CHI-00279,VND-sup-190-APP-CHI-,33.5,200,29,10,1,1
sup-086,APP-CHI-00279,VND-sup-086-APP-CHI-,35.18,50,42,10,0,1
sup-149,APP-CHI-00280,VND-sup-149-APP-CHI-,53.11,200,29,10,1,1
sup-146,APP-CHI-00280,VND-sup-146-APP-CHI-,65.33,50,57,10,0,1
sup-177,APP-CHI-00281,VND-sup-177-APP-CHI-,27.15,200,29,10,1,1
sup-160,APP-CHI-00281,VND-sup-160-APP-CHI-,31.77,100,35,10,0,1
sup-038,APP-CHI-00282,VND-sup-038-APP-CHI-,44.99,100,29,10,1,1
sup-107,APP-CHI-00282,VND-sup-107-APP-CHI-,54.89,100,52,10,0,1
sup-069,APP-CHI-00283,VND-sup-069-APP-CHI-,39.99,200,29,10,1,1
sup-160,APP-CHI-00283,VND-sup-160-APP-CHI-,43.19,50,44,10,0,1
sup-171,APP-CHI-00284,VND-sup-171-APP-CHI-,61.13,50,29,10,1,1
sup-190,APP-CHI-00284,VND-sup-190-APP-CHI-,70.3,200,38,10,0,1
sup-144,APP-CHI-00285,VND-sup-144-APP-CHI-,49.16,100,29,10,1,1
sup-139,APP-CHI-00285,VND-sup-139-APP-CHI-,54.57,100,35,10,0,1
sup-010,APP-CHI-00286,VND-sup-010-APP-CHI-,36.14,50,29,10,1,1
sup-001,APP-CHI-00286,VND-sup-001-APP-CHI-,37.95,100,49,10,0,1
sup-131,APP-CHI-00287,VND-sup-131-APP-CHI-,52.21,25,29,10,1,1
sup-021,APP-CHI-00287,VND-sup-021-APP-CHI-,59.0,50,53,10,0,1
sup-197,APP-CHI-00288,VND-sup-197-APP-CHI-,40.32,100,29,10,1,1
sup-045,APP-CHI-00288,VND-sup-045-APP-CHI-,47.17,50,35,10,0,1
sup-107,APP-CHI-00289,VND-sup-107-APP-CHI-,45.46,25,29,10,1,1
sup-086,APP-CHI-00289,VND-sup-086-APP-CHI-,55.92,50,36,10,0,1
sup-045,APP-CHI-00290,VND-sup-045-APP-CHI-,55.89,50,29,10,1,1
sup-149,APP-CHI-00290,VND-sup-149-APP-CHI-,62.04,50,45,10,0,1
sup-132,APP-CHI-00291,VND-sup-132-APP-CHI-,62.89,50,29,10,1,1
sup-131,APP-CHI-00291,VND-sup-131-APP-CHI-,76.73,25,57,10,0,1
sup-139,APP-CHI-00292,VND-sup-139-APP-CHI-,32.53,200,29,10,1,1
sup-160,APP-CHI-00292,VND-sup-160-APP-CHI-,35.13,50,48,10,0,1
sup-087,APP-CHI-00293,VND-sup-087-APP-CHI-,56.13,50,29,10,1,1
sup-069,APP-CHI-00293,VND-sup-069-APP-CHI-,63.43,100,35,10,0,1
sup-197,APP-CHI-00294,VND-sup-197-APP-CHI-,28.41,50,29,10,1,1
sup-052,APP-CHI-00294,VND-sup-052-APP-CHI-,30.4,100,41,10,0,1
sup-177,APP-CHI-00295,VND-sup-177-APP-CHI-,53.26,200,29,10,1,1
sup-132,APP-CHI-00295,VND-sup-132-APP-CHI-,62.31,25,37,10,0,1
sup-087,APP-CHI-00296,VND-sup-087-APP-CHI-,79.02,25,29,10,1,1
sup-046,APP-CHI-00296,VND-sup-046-APP-CHI-,94.82,200,52,10,0,1
sup-190,APP-CHI-00297,VND-sup-190-APP-CHI-,75.25,25,29,10,1,1
sup-132,APP-CHI-00297,VND-sup-132-APP-CHI-,87.29,200,37,10,0,1
sup-139,APP-CHI-00298,VND-sup-139-APP-CHI-,32.06,200,29,10,1,1
sup-149,APP-CHI-00298,VND-sup-149-APP-CHI-,35.27,200,41,10,0,1
sup-111,APP-CHI-00299,VND-sup-111-APP-CHI-,27.39,25,29,10,1,1
sup-197,APP-CHI-00299,VND-sup-197-APP-CHI-,28.76,100,42,10,0,1
sup-116,APP-CHI-00300,VND-sup-116-APP-CHI-,19.45,200,29,10,1,1
sup-144,APP-CHI-00300,VND-sup-144-APP-CHI-,20.62,50,49,10,0,1
sup-111,APP-CHI-00301,VND-sup-111-APP-CHI-,21.5,25,29,10,1,1
sup-146,APP-CHI-00301,VND-sup-146-APP-CHI-,22.79,200,48,10,0,1
sup-042,APP-CHI-00302,VND-sup-042-APP-CHI-,50.17,200,29,10,1,1
sup-111,APP-CHI-00302,VND-sup-111-APP-CHI-,57.19,50,35,10,0,1
sup-001,APP-CHI-00303,VND-sup-001-APP-CHI-,58.76,100,29,10,1,1
sup-046,APP-CHI-00303,VND-sup-046-APP-CHI-,73.45,100,50,10,0,1
sup-107,APP-CHI-00304,VND-sup-107-APP-CHI-,50.04,100,29,10,1,1
sup-132,APP-CHI-00304,VND-sup-132-APP-CHI-,61.55,200,49,10,0,1
sup-171,APP-CHI-00305,VND-sup-171-APP-CHI-,30.2,200,29,10,1,1
sup-087,APP-CHI-00305,VND-sup-087-APP-CHI-,32.62,200,43,10,0,1
sup-171,APP-CHI-00306,VND-sup-171-APP-CHI-,63.35,25,29,10,1,1
sup-187,APP-CHI-00306,VND-sup-187-APP-CHI-,74.12,50,43,10,0,1
sup-087,APP-CHI-00307,VND-sup-087-APP-CHI-,53.41,200,29,10,1,1
sup-146,APP-CHI-00307,VND-sup-146-APP-CHI-,57.68,50,56,10,0,1
