PO_Number,SKU,Supplier_ID,Location_ID,Order_Date,Expected_Arrival_Date,Actual_Arrival_Date,Quantity_Ordered,Quantity_Received,Status
PO-0000245,GRO-FOO-02214,sup-121,str-001,2026-03-24,2026-04-08,2026-04-08,160,128,Delivered
PO-0000246,FES-SEA-00091,sup-162,str-001,2025-09-28,2025-10-17,2025-10-17,130,129,Delivered
PO-0000247,PAI-DEC-00349,sup-094,str-001,2026-02-23,2026-04-02,2026-04-02,374,323,Delivered
PO-0000248,FOO-BEV-00344,sup-078,wh-001,2026-05-19,2026-05-21,2026-05-21,67,52,Delivered
PO-0000249,BOO-GEN-00198,sup-088,wh-001,2026-04-25,2026-05-10,2026-05-20,197,182,Delivered
PO-0000250,FOO-BEV-00106,sup-061,str-001,2025-10-16,2025-10-18,2025-10-18,176,73,Delivered
PO-0000251,FRE-PRO-00513,sup-040,str-001,2026-03-12,2026-03-13,2026-03-13,120,20,Delivered
PO-0000252,TOY-GEN-00053,sup-094,str-001,2026-04-18,2026-06-02,2026-06-02,218,201,Delivered
PO-0000253,OFF-BUS-00466,sup-090,wh-001,2025-11-06,2025-12-04,2025-12-04,126,107,Delivered
PO-0000254,SPO-FIT-00633,sup-017,wh-001,2026-08-15,2026-09-27,,429,,In-Transit
PO-0000255,FRE-PRO-00131,sup-034,str-001,2026-09-10,2026-09-11,2026-09-11,324,301,Delivered
PO-0000256,SOL-SUS-00233,sup-017,wh-001,2025-12-29,2026-02-05,2026-02-05,107,48,Delivered
PO-0000257,REG-CON-00116,sup-013,str-001,2026-07-19,2026-08-21,2026-08-21,254,237,Delivered
PO-0000258,COL-SPE-00050,sup-027,str-001,2025-09-28,2025-10-18,2025-10-18,317,294,Delivered
PO-0000259,SPO-FIT-00060,sup-164,wh-001,2026-04-25,2026-06-07,2026-06-07,479,429,Delivered
PO-0000260,MUS-INS-00529,sup-130,str-001,2026-01-05,2026-02-02,2026-02-02,173,147,Delivered
PO-0000261,SPE-PRO-00287,sup-162,wh-001,2026-08-22,2026-10-06,,182,,In-Transit
PO-0000262,PRE-LUX-00083,sup-125,str-001,2026-04-26,2026-05-30,2026-05-30,271,268,Delivered
PO-0000263,PLU-BUI-00283,sup-130,str-001,2026-09-11,2026-10-18,,145,,In-Transit
PO-0000264,REL-CUL-00311,sup-035,str-001,2026-04-26,2026-05-23,2026-05-23,415,196,Delivered
PO-0000265,DAI-REF-00320,sup-124,wh-001,2026-01-11,2026-01-14,2026-01-14,133,131,Delivered
PO-0000266,SER-SOL-00203,sup-066,wh-001,2026-07-01,2026-07-20,2026-07-20,164,138,Delivered
PO-0000267,FUR-GEN-00690,sup-027,str-001,2026-05-18,2026-06-26,2026-06-26,361,318,Delivered
PO-0000268,PET-PET-00126,sup-191,str-001,2026-02-04,2026-02-20,2026-02-28,157,126,Delivered
PO-0000269,SOL-SUS-00038,sup-130,wh-001,2025-12-09,2026-01-16,2026-01-17,316,260,Delivered
PO-0000270,MUS-INS-00041,sup-162,wh-001,2026-09-02,2026-09-30,,124,,In-Transit
PO-0000271,HOM-APP-00006,sup-194,str-001,2026-02-26,2026-05-14,2026-05-14,466,460,Delivered
PO-0000272,SER-SOL-00907,sup-063,wh-001,2025-10-10,2025-10-29,2025-10-29,473,390,Delivered
PO-0000273,BAB-MAT-00343,sup-064,str-001,2025-12-22,2026-02-02,2026-02-02,395,340,Delivered
PO-0000274,FRE-PRO-00643,sup-129,wh-001,2025-11-12,2025-11-13,2025-11-13,433,348,Delivered
PO-0000275,TOY-GEN-00338,sup-094,wh-001,2026-05-26,2026-07-10,2026-07-10,176,164,Delivered
PO-0000276,PET-PET-00393,sup-080,wh-001,2025-10-22,2025-11-07,2025-11-07,376,353,Delivered
PO-0000277,FAS-ACC-00837,sup-029,str-001,2026-09-03,2026-10-10,,330,,In-Transit
PO-0000278,APP-WOM-00354,sup-151,str-001,2025-12-16,2026-01-08,2026-01-21,178,154,Delivered
PO-0000279,HEA-WEL-00050,sup-017,str-001,2026-06-17,2026-07-05,2026-07-05,126,121,Delivered
PO-0000280,STA-OFF-00262,sup-064,str-001,2026-06-17,2026-07-25,2026-08-05,66,53,Delivered
PO-0000281,FES-SEA-00175,sup-164,wh-001,2025-10-30,2025-11-18,2025-11-20,362,312,Delivered
PO-0000282,SEW-TEX-00245,sup-025,wh-001,2025-11-20,2025-12-08,2025-12-08,357,142,Delivered
PO-0000283,FOO-GEN-01342,sup-103,str-001,2025-10-17,2025-11-24,2025-12-03,445,362,Delivered
PO-0000284,APP-CHI-00124,sup-149,str-001,2026-02-25,2026-03-26,2026-03-26,334,325,Delivered
PO-0000285,GRO-FOO-01423,sup-002,wh-001,2026-05-22,2026-06-06,2026-06-06,241,176,Delivered
PO-0000286,MUS-INS-00430,sup-125,str-001,2026-02-06,2026-03-06,2026-03-06,192,191,Delivered
PO-0000287,PLU-BUI-00058,sup-172,wh-001,2025-10-09,2025-11-15,2025-11-15,386,382,Delivered
PO-0000288,GAR-OUT-00271,sup-125,str-001,2026-06-21,2026-07-16,2026-07-16,287,286,Delivered
PO-0000289,WAT-TIM-00104,sup-106,str-001,2026-02-20,2026-03-15,2026-03-15,425,424,Delivered
PO-0000290,APP-WOM-00752,sup-029,str-001,2025-11-29,2025-12-22,2025-12-22,395,296,Delivered
PO-0000291,BAK-CON-00797,sup-124,str-001,2026-06-23,2026-06-24,2026-06-24,109,106,Delivered
PO-0000292,AUT-GEN-00362,sup-122,str-001,2026-02-05,2026-03-07,2026-03-12,56,46,Delivered
PO-0000293,TRA-PRO-00056,sup-071,wh-001,2026-03-31,2026-05-09,2026-05-16,350,295,Delivered
PO-0000294,GRO-FOO-01288,sup-008,str-001,2026-08-21,2026-09-05,2026-09-05,321,286,Delivered
PO-0000295,FUR-GEN-00412,sup-135,wh-001,2026-06-02,2026-07-11,2026-07-11,181,146,Delivered
PO-0000296,BAK-CON-00928,sup-161,str-001,2026-01-10,2026-01-11,2026-01-11,386,379,Delivered
PO-0000297,FRE-PRO-00769,sup-161,str-001,2025-10-14,2025-10-15,2025-10-15,371,358,Delivered
PO-0000298,APP-CHI-00253,sup-139,wh-001,2025-10-09,2025-11-07,2025-11-15,194,144,Delivered
PO-0000299,SNA-GEN-00109,sup-020,wh-001,2026-08-06,2026-08-13,2026-08-13,76,72,Delivered
PO-0000300,PAP-DIS-00284,sup-013,wh-001,2026-04-03,2026-05-09,2026-05-09,404,388,Delivered
PO-0000301,HOM-FUR-00233,sup-035,wh-001,2025-12-26,2026-02-09,2026-02-09,487,365,Delivered
PO-0000302,MEA-SEA-00380,sup-128,wh-001,2026-08-21,2026-08-23,2026-08-23,111,94,Delivered
PO-0000303,SAF-SEC-00239,sup-127,wh-001,2026-03-16,2026-04-28,2026-04-28,104,103,Delivered
PO-0000304,GRO-FOO-01738,sup-152,wh-001,2026-02-03,2026-02-18,2026-02-18,333,294,Delivered
PO-0000305,MEA-SEA-01010,sup-067,str-001,2025-11-12,2025-11-14,2025-11-20,314,255,Delivered
PO-0000306,APP-MEN-00782,sup-038,wh-001,2026-05-22,2026-06-05,2026-06-19,303,267,Delivered
PO-0000307,FAS-ACC-00390,sup-131,str-001,2026-07-13,2026-08-19,2026-08-19,453,357,Delivered
PO-0000308,GRO-FOO-01337,sup-062,wh-001,2026-05-12,2026-05-27,2026-05-27,486,463,Delivered
PO-0000309,TOY-GEN-00418,sup-119,str-001,2025-09-16,2025-10-31,2025-11-09,232,200,Delivered
PO-0000310,BIC-PER-00185,sup-094,wh-001,2026-08-03,2026-09-08,2026-09-08,98,84,Delivered
PO-0000311,BAK-CON-00570,sup-077,wh-001,2026-02-21,2026-02-22,2026-02-24,286,223,Delivered
PO-0000312,BEA-COS-01121,sup-125,wh-001,2026-01-24,2026-02-20,2026-02-20,136,134,Delivered
PO-0000313,TOY-GEN-00659,sup-071,wh-001,2026-02-21,2026-04-07,2026-04-12,93,78,Delivered
PO-0000314,GRO-FOO-00177,sup-033,str-001,2026-08-11,2026-08-26,2026-08-26,392,351,Delivered
PO-0000315,SER-SOL-00090,sup-106,str-001,2025-09-15,2025-10-04,2025-10-04,332,320,Delivered
PO-0000316,PAI-DEC-00066,sup-099,wh-001,2026-07-07,2026-08-14,2026-08-14,352,304,Delivered
PO-0000317,FRO-REA-00200,sup-136,wh-001,2025-12-27,2026-01-05,2026-01-05,412,120,Delivered
PO-0000318,SAF-SEC-00234,sup-013,str-001,2025-09-21,2025-11-03,2025-11-03,292,281,Delivered
PO-0000319,MEA-SEA-00485,sup-101,wh-001,2026-01-19,2026-01-21,2026-01-21,322,316,Delivered
PO-0000320,HAR-HOM-00211,sup-162,wh-001,2026-05-02,2026-06-02,2026-06-02,381,377,Delivered
PO-0000321,ENT-EXP-00172,sup-090,str-001,2026-05-18,2026-06-01,2026-06-06,51,42,Delivered
PO-0000322,FOO-GEN-00849,sup-021,wh-001,2026-01-24,2026-03-03,2026-03-03,263,125,Delivered
PO-0000323,GRO-FOO-02578,sup-076,wh-001,2026-05-15,2026-05-30,2026-06-11,169,125,Delivered
PO-0000324,AUT-GEN-00914,sup-037,str-001,2026-05-07,2026-06-06,2026-06-08,462,443,Delivered
PO-0000325,HOM-APP-00176,sup-165,wh-001,2026-05-13,2026-07-29,2026-08-08,291,234,Delivered
PO-0000326,BAG-LUG-00058,sup-107,wh-001,2026-07-08,2026-07-24,2026-07-24,371,337,Delivered
PO-0000327,BIC-PER-00070,sup-162,str-001,2026-01-21,2026-02-26,2026-02-26,262,251,Delivered
PO-0000328,SPE-PRO-00193,sup-090,wh-001,2026-01-21,2026-03-07,2026-03-07,75,61,Delivered
PO-0000329,SPO-FIT-00914,sup-064,wh-001,2026-02-06,2026-03-21,2026-03-21,394,311,Delivered
PO-0000330,SPE-PRO-00116,sup-013,str-001,2026-04-24,2026-06-08,2026-06-08,143,137,Delivered
PO-0000331,FRE-PRO-00236,sup-055,str-001,2026-03-17,2026-03-18,2026-03-18,81,73,Delivered
PO-0000332,APP-CHI-00877,sup-045,str-001,2026-01-17,2026-02-15,2026-02-26,498,151,Delivered
PO-0000333,HAR-HOM-00770,sup-025,wh-001,2026-05-17,2026-06-17,2026-06-17,278,268,Delivered
PO-0000334,BEA-COS-00232,sup-106,wh-001,2025-11-22,2025-12-19,2025-12-19,435,421,Delivered
PO-0000335,GAR-OUT-00573,sup-039,wh-001,2026-01-05,2026-01-30,2026-01-30,66,58,Delivered
PO-0000336,JEW-GEN-00845,sup-185,str-001,2026-02-19,2026-03-14,2026-03-25,270,216,Delivered
PO-0000337,FAS-ACC-00185,sup-149,wh-001,2026-05-31,2026-07-07,2026-07-19,149,135,Delivered
PO-0000338,APP-MEN-01173,sup-146,wh-001,2026-04-17,2026-05-01,2026-05-01,210,189,Delivered
PO-0000339,GRO-FOO-01882,sup-051,str-001,2026-01-21,2026-02-05,2026-02-05,265,31,Delivered
PO-0000340,HEA-WEL-00581,sup-054,wh-001,2026-01-09,2026-01-27,2026-01-27,108,105,Delivered
PO-0000341,PAR-CEL-00023,sup-135,str-001,2026-01-27,2026-02-25,2026-02-25,363,113,Delivered
PO-0000342,GRO-FOO-01635,sup-191,wh-001,2026-03-21,2026-04-05,2026-04-05,228,175,Delivered
PO-0000343,BIC-PER-00055,sup-064,str-001,2026-09-14,2026-10-20,,171,,In-Transit
PO-0000344,FOO-BEV-00334,sup-077,wh-001,2025-12-10,2025-12-12,2025-12-12,360,270,Delivered
PO-0000345,GRO-FOO-02706,sup-068,wh-001,2026-01-30,2026-02-14,2026-02-14,114,110,Delivered
PO-0000346,JEW-GEN-00701,sup-153,wh-001,2026-07-23,2026-08-15,2026-08-15,181,146,Delivered
PO-0000347,GRO-FOO-00978,sup-186,wh-001,2026-05-21,2026-06-05,2026-06-05,265,262,Delivered
PO-0000348,CON-ELE-00524,sup-157,wh-001,2026-03-09,2026-04-17,2026-04-17,65,61,Delivered
PO-0000349,FRE-PRO-00346,sup-092,wh-001,2026-02-19,2026-02-20,2026-02-20,286,230,Delivered
PO-0000350,APP-MEN-01100,sup-187,wh-001,2025-12-20,2026-01-03,2026-01-03,340,301,Delivered
PO-0000351,REL-CUL-00076,sup-153,str-001,2025-12-15,2026-01-11,2026-01-11,485,389,Delivered
PO-0000352,BOO-GEN-00279,sup-100,wh-001,2026-01-08,2026-01-23,2026-01-23,109,85,Delivered
PO-0000353,APP-WOM-00850,sup-052,wh-001,2025-10-14,2025-11-06,2025-11-13,426,389,Delivered
PO-0000354,BEA-COS-00252,sup-025,wh-001,2026-05-16,2026-06-12,2026-06-12,282,278,Delivered
PO-0000355,ART-DEC-00089,sup-164,wh-001,2026-01-30,2026-02-24,2026-02-24,347,307,Delivered
PO-0000356,HOM-FUR-00581,sup-100,wh-001,2025-10-07,2025-11-21,2025-11-21,315,268,Delivered
PO-0000357,APP-WOM-01556,sup-052,wh-001,2026-05-30,2026-06-22,2026-06-22,186,181,Delivered
PO-0000358,FUR-GEN-00016,sup-048,wh-001,2026-07-02,2026-08-10,2026-08-10,331,320,Delivered
PO-0000359,KIT-DIN-00867,sup-172,str-001,2026-03-04,2026-03-31,2026-03-31,106,100,Delivered
PO-0000360,FRE-PRO-01277,sup-061,wh-001,2025-11-19,2025-11-20,2025-11-20,231,179,Delivered
PO-0000361,MEA-SEA-00422,sup-101,wh-001,2025-10-04,2025-10-06,2025-10-06,455,441,Delivered
PO-0000362,GAM-PUZ-00366,sup-048,wh-001,2026-01-12,2026-02-04,2026-02-04,312,304,Delivered
PO-0000363,PRE-LUX-00011,sup-173,wh-001,2026-08-11,2026-09-14,2026-09-14,347,279,Delivered
PO-0000364,MEA-SEA-00826,sup-007,wh-001,2026-08-16,2026-08-18,2026-08-18,237,29,Delivered
PO-0000365,HOM-APP-00715,sup-157,wh-001,2026-03-24,2026-06-09,2026-06-20,488,481,Delivered
PO-0000366,TRA-PRO-00423,sup-099,str-001,2025-10-16,2025-11-24,2025-11-24,417,392,Delivered
PO-0000367,JEW-GEN-00312,sup-066,wh-001,2025-09-24,2025-10-17,2025-10-17,401,334,Delivered
PO-0000368,SER-SOL-00710,sup-094,str-001,2026-05-26,2026-06-14,2026-06-14,206,92,Delivered
PO-0000369,APP-CHI-00089,sup-029,wh-001,2026-04-04,2026-05-03,2026-05-03,423,298,Delivered
PO-0000370,SEW-TEX-00051,sup-122,str-001,2025-10-25,2025-11-12,2025-11-12,481,390,Delivered
PO-0000371,TOY-GEN-00074,sup-119,str-001,2026-08-10,2026-09-24,,436,,In-Transit
PO-0000372,BAB-MAT-00223,sup-119,str-001,2026-03-05,2026-04-16,2026-04-16,419,347,Delivered
PO-0000373,BAB-MAT-00647,sup-035,wh-001,2026-02-25,2026-04-08,2026-04-11,289,200,Delivered
PO-0000374,PAP-DIS-00323,sup-064,str-001,2026-05-19,2026-06-24,2026-06-24,317,271,Delivered
PO-0000375,OFF-BUS-00198,sup-125,str-001,2025-12-07,2026-01-04,2026-01-04,478,477,Delivered
PO-0000376,APP-WOM-00146,sup-021,str-001,2025-10-13,2025-11-05,2025-11-05,484,437,Delivered
PO-0000377,PER-CAR-00180,sup-188,wh-001,2026-04-11,2026-05-06,2026-05-06,235,229,Delivered
PO-0000378,GIF-LIF-00143,sup-089,wh-001,2026-06-09,2026-06-24,2026-06-24,228,166,Delivered
PO-0000379,FAS-ACC-00304,sup-132,wh-001,2025-11-07,2025-12-14,2025-12-20,77,64,Delivered
PO-0000380,FRO-REA-00508,sup-062,str-001,2026-01-20,2026-01-29,2026-01-29,194,184,Delivered
PO-0000381,MUS-INS-00054,sup-162,str-001,2026-06-01,2026-06-29,2026-06-29,300,294,Delivered
PO-0000382,APP-CHI-00887,sup-171,str-001,2025-12-02,2025-12-31,2025-12-31,106,46,Delivered
PO-0000383,COM-MOB-00627,sup-199,wh-001,2026-04-22,2026-06-17,2026-06-17,366,363,Delivered
PO-0000384,SOL-SUS-00212,sup-039,str-001,2026-05-02,2026-06-09,2026-06-09,354,316,Delivered
PO-0000385,BEA-COS-00479,sup-153,str-001,2025-10-15,2025-11-11,2025-11-11,159,136,Delivered
PO-0000386,HOU-CLE-00615,sup-048,wh-001,2025-11-24,2026-01-05,2026-01-05,386,371,Delivered
PO-0000387,HAR-HOM-00739,sup-135,str-001,2025-12-11,2026-01-11,2026-01-20,337,271,Delivered
PO-0000388,BAB-MAT-00695,sup-066,str-001,2026-03-14,2026-04-25,2026-04-25,230,179,Delivered
PO-0000389,FRE-PRO-01603,sup-124,str-001,2025-10-21,2025-10-22,2025-10-22,472,466,Delivered
PO-0000390,BEV-GEN-00926,sup-175,wh-001,2025-10-29,2025-11-11,2025-11-11,454,398,Delivered
PO-0000391,BOO-GEN-00446,sup-153,wh-001,2026-02-24,2026-03-11,2026-03-14,154,133,Delivered
PO-0000392,BAB-MAT-00306,sup-113,str-001,2026-07-24,2026-09-04,2026-09-04,93,66,Delivered
PO-0000393,APP-MEN-00617,sup-131,str-001,2025-10-26,2025-11-09,2025-11-20,198,172,Delivered
PO-0000394,GRO-FOO-00576,sup-175,str-001,2026-06-26,2026-07-11,2026-07-11,341,287,Delivered
PO-0000395,BEV-GEN-00521,sup-070,wh-001,2025-12-21,2026-01-03,2026-01-03,428,422,Delivered
PO-0000396,CON-ELE-00059,sup-180,wh-001,2026-06-29,2026-08-07,2026-08-07,260,205,Delivered
PO-0000397,FRO-REA-00312,sup-178,wh-001,2026-01-06,2026-01-15,2026-01-15,215,74,Delivered
PO-0000398,APP-MEN-00585,sup-151,wh-001,2025-10-13,2025-10-27,2025-10-27,317,279,Delivered
PO-0000399,FRE-PRO-00076,sup-079,str-001,2025-10-06,2025-10-07,2025-10-07,306,298,Delivered
PO-0000400,BAB-MAT-00757,sup-135,wh-001,2026-01-14,2026-02-25,2026-02-25,493,94,Delivered
PO-0000401,APP-MEN-00976,sup-151,wh-001,2025-11-30,2025-12-14,2025-12-14,155,129,Delivered
PO-0000402,MUS-INS-00465,sup-162,str-001,2026-07-11,2026-08-08,2026-08-08,482,481,Delivered
PO-0000403,FUR-GEN-00685,sup-143,str-001,2025-11-05,2025-12-14,2025-12-14,171,139,Delivered
PO-0000404,SPE-PRO-00018,sup-024,str-001,2026-06-09,2026-07-24,2026-07-24,411,322,Delivered
PO-0000405,FOO-BEV-00381,sup-032,str-001,2025-10-20,2025-10-22,2025-10-23,225,194,Delivered
PO-0000406,SPO-FIT-00607,sup-110,str-001,2026-03-05,2026-04-17,2026-05-01,414,391,Delivered
PO-0000407,KIT-DIN-00734,sup-035,str-001,2026-01-16,2026-02-12,2026-02-12,127,89,Delivered
PO-0000408,STA-OFF-00439,sup-035,wh-001,2026-02-03,2026-03-13,2026-03-19,195,147,Delivered
PO-0000409,BEV-GEN-00289,sup-192,wh-001,2026-05-04,2026-05-17,2026-05-17,374,349,Delivered
PO-0000410,HOM-FUR-00220,sup-164,wh-001,2025-12-21,2026-02-04,2026-02-04,471,408,Delivered
PO-0000411,FUR-GEN-00823,sup-172,wh-001,2026-05-22,2026-06-30,2026-06-30,314,310,Delivered
PO-0000412,MEA-SEA-00984,sup-079,str-001,2026-09-09,2026-09-11,2026-09-11,124,37,Delivered
PO-0000413,BAK-CON-00492,sup-077,wh-001,2026-03-25,2026-03-26,2026-03-26,263,210,Delivered
PO-0000414,FOO-GEN-00288,sup-144,str-001,2026-05-03,2026-06-10,2026-06-10,128,106,Delivered
PO-0000415,BEV-GEN-00785,sup-051,str-001,2026-06-20,2026-07-03,2026-07-03,457,420,Delivered
PO-0000416,HEA-WEL-00186,sup-173,wh-001,2026-06-05,2026-06-23,2026-06-23,473,392,Delivered
PO-0000417,BAK-CON-01048,sup-023,wh-001,2026-04-06,2026-04-07,2026-04-07,100,33,Delivered
PO-0000418,ELE-LIG-00334,sup-135,str-001,2025-09-25,2025-10-22,2025-10-22,75,56,Delivered
PO-0000419,BAK-CON-00703,sup-078,str-001,2026-06-06,2026-06-07,2026-06-07,411,321,Delivered
PO-0000420,APP-MEN-00103,sup-177,str-001,2026-08-19,2026-09-02,2026-09-05,252,207,Delivered
PO-0000421,SAF-SEC-00335,sup-057,wh-001,2026-03-29,2026-05-11,2026-05-11,55,49,Delivered
PO-0000422,BEV-GEN-00240,sup-053,wh-001,2026-01-19,2026-02-01,2026-02-01,128,101,Delivered
PO-0000423,APP-MEN-00703,sup-111,wh-001,2026-02-10,2026-02-24,2026-03-08,334,321,Delivered
PO-0000424,APP-MEN-00414,sup-187,wh-001,2026-06-24,2026-07-08,2026-07-14,72,68,Delivered
PO-0000425,MEA-SEA-01037,sup-183,str-001,2026-07-14,2026-07-16,2026-07-16,165,73,Delivered
PO-0000426,KIT-DIN-00891,sup-037,wh-001,2026-08-18,2026-09-14,2026-09-14,313,309,Delivered
PO-0000427,FOO-BEV-00014,sup-077,wh-001,2026-05-20,2026-05-22,2026-05-22,486,385,Delivered
PO-0000428,FLO-FLO-00287,sup-063,str-001,2025-12-11,2026-01-07,2026-01-07,110,40,Delivered
PO-0000429,KIT-DIN-00113,sup-013,str-001,2025-11-28,2025-12-25,2025-12-25,445,413,Delivered
PO-0000430,SNA-GEN-00447,sup-060,wh-001,2026-05-15,2026-05-22,2026-05-22,433,398,Delivered
PO-0000431,BAG-LUG-00374,sup-177,str-001,2026-08-05,2026-08-21,2026-08-21,223,176,Delivered
PO-0000432,DAI-REF-00101,sup-114,wh-001,2025-10-18,2025-10-21,2025-10-21,479,390,Delivered
PO-0000433,DAI-REF-00089,sup-067,wh-001,2026-01-27,2026-01-30,2026-01-30,126,98,Delivered
PO-0000434,HOM-APP-00569,sup-075,wh-001,2025-11-08,2026-01-24,2026-01-24,391,274,Delivered
PO-0000435,GAM-PUZ-00142,sup-127,wh-001,2025-12-04,2025-12-27,2025-12-27,145,137,Delivered
PO-0000436,MEA-SEA-00839,sup-170,wh-001,2026-02-23,2026-02-25,2026-02-25,164,129,Delivered
PO-0000437,FES-SEA-00790,sup-143,str-001,2026-02-11,2026-03-02,2026-03-02,91,73,Delivered
PO-0000438,APP-WOM-01518,sup-154,wh-001,2025-10-23,2025-11-15,2025-11-15,323,257,Delivered
PO-0000439,HOU-CLE-00069,sup-188,wh-001,2026-06-08,2026-07-20,2026-07-20,158,151,Delivered
PO-0000440,APP-WOM-01107,sup-085,wh-001,2026-04-07,2026-04-30,2026-04-30,257,227,Delivered
PO-0000441,SPE-ACC-00028,sup-071,wh-001,2025-11-14,2025-12-28,2026-01-06,264,102,Delivered
PO-0000442,BAK-CON-01048,sup-023,str-001,2025-11-28,2025-11-29,2025-11-29,243,228,Delivered
PO-0000443,DAI-REF-00366,sup-092,wh-001,2026-07-18,2026-07-21,2026-07-21,211,171,Delivered
PO-0000444,SPO-FIT-00940,sup-088,wh-001,2026-05-18,2026-06-30,2026-06-30,415,408,Delivered
PO-0000445,GRO-FOO-01588,sup-073,wh-001,2026-07-22,2026-08-06,2026-08-06,113,20,Delivered
PO-0000446,KIT-DIN-00768,sup-182,str-001,2026-08-16,2026-09-12,2026-09-12,88,86,Delivered
PO-0000447,FLO-FLO-00268,sup-106,wh-001,2025-10-25,2025-11-21,2025-11-21,259,245,Delivered
PO-0000448,CON-ELE-00179,sup-022,wh-001,2026-08-06,2026-09-14,2026-09-14,486,445,Delivered
PO-0000449,FES-SEA-01014,sup-162,wh-001,2025-12-04,2025-12-23,2025-12-23,378,377,Delivered
PO-0000450,BEA-COS-00802,sup-106,str-001,2026-08-06,2026-09-02,2026-09-02,175,174,Delivered
PO-0000451,SMA-HOM-00272,sup-120,wh-001,2026-01-29,2026-04-23,2026-05-01,89,79,Delivered
PO-0000452,HOM-FUR-00555,sup-113,str-001,2026-01-29,2026-03-15,2026-03-15,230,172,Delivered
PO-0000453,COL-SPE-00288,sup-127,str-001,2026-07-18,2026-08-07,2026-08-07,103,101,Delivered
PO-0000454,FOO-GEN-00644,sup-084,str-001,2025-11-23,2025-12-31,2025-12-31,449,447,Delivered
PO-0000455,FUR-GEN-00471,sup-013,wh-001,2026-05-14,2026-06-22,2026-06-22,200,189,Delivered
PO-0000456,SER-SOL-00074,sup-172,str-001,2026-09-01,2026-09-20,,135,,In-Transit
PO-0000457,PAI-DEC-00050,sup-066,str-001,2026-05-01,2026-06-08,2026-06-08,378,291,Delivered
PO-0000458,BAB-MAT-00884,sup-027,wh-001,2026-07-14,2026-08-25,2026-08-25,495,452,Delivered
PO-0000459,APP-CHI-00572,sup-045,str-001,2026-05-14,2026-06-12,2026-06-12,328,280,Delivered
PO-0000460,GRO-FOO-00354,sup-175,str-001,2026-08-15,2026-08-30,2026-08-30,328,145,Delivered
PO-0000461,FAS-ACC-00103,sup-086,wh-001,2026-07-05,2026-08-11,2026-08-11,254,234,Delivered
PO-0000462,BEA-COS-00842,sup-110,str-001,2026-03-17,2026-04-13,2026-04-13,396,390,Delivered
PO-0000463,FUR-GEN-00831,sup-130,wh-001,2026-02-18,2026-03-29,2026-04-11,286,229,Delivered
PO-0000464,STA-OFF-00014,sup-063,str-001,2026-04-04,2026-05-12,2026-05-12,276,88,Delivered
PO-0000465,HOU-CLE-00076,sup-013,str-001,2026-05-12,2026-06-23,2026-06-23,324,309,Delivered
PO-0000466,PAR-CEL-00190,sup-027,wh-001,2025-11-16,2025-12-15,2025-12-15,213,183,Delivered
PO-0000467,GRO-FOO-02474,sup-080,str-001,2026-08-31,2026-09-15,,208,,In-Transit
PO-0000468,GRO-FOO-01728,sup-147,str-001,2025-12-28,2026-01-12,2026-01-12,495,440,Delivered
PO-0000469,BIC-PER-00424,sup-013,wh-001,2026-08-18,2026-09-23,,358,,In-Transit
PO-0000470,DIG-NON-00314,sup-037,str-001,2025-11-06,2025-11-20,2025-11-20,435,414,Delivered
PO-0000471,HAR-HOM-00252,sup-064,wh-001,2025-09-15,2025-10-16,2025-10-16,233,186,Delivered
PO-0000472,REG-CON-00282,sup-039,wh-001,2026-07-01,2026-08-03,2026-08-12,80,66,Delivered
PO-0000473,BIC-PER-00317,sup-162,str-001,2025-12-09,2026-01-14,2026-01-14,170,153,Delivered
PO-0000474,HAR-HOM-00818,sup-099,wh-001,2026-01-03,2026-02-03,2026-02-03,315,281,Delivered
PO-0000475,APP-WOM-00883,sup-160,str-001,2026-08-07,2026-08-30,2026-08-30,286,224,Delivered
PO-0000476,AUT-GEN-00653,sup-027,str-001,2025-12-29,2026-01-28,2026-01-28,57,48,Delivered
PO-0000477,DAI-REF-00610,sup-115,wh-001,2026-03-14,2026-03-17,2026-03-17,131,115,Delivered
PO-0000478,FAS-ACC-00285,sup-085,wh-001,2026-05-26,2026-07-02,2026-07-02,270,260,Delivered
PO-0000479,HOU-CLE-00420,sup-182,str-001,2025-11-20,2026-01-01,2026-01-01,253,249,Delivered
PO-0000480,APP-WOM-00639,sup-010,str-001,2026-08-06,2026-08-29,2026-08-29,434,422,Delivered
PO-0000481,SPE-PRO-00498,sup-063,str-001,2025-11-22,2026-01-06,2026-01-06,427,356,Delivered
PO-0000482,HOM-FUR-00144,sup-113,str-001,2026-07-18,2026-09-01,2026-09-01,409,146,Delivered
PO-0000483,HOU-CLE-00480,sup-017,wh-001,2026-05-21,2026-07-02,2026-07-02,171,170,Delivered
PO-0000484,APP-WOM-01515,sup-021,str-001,2025-10-30,2025-11-22,2025-11-22,477,95,Delivered
PO-0000485,DAI-REF-00329,sup-114,wh-001,2026-02-14,2026-02-17,2026-02-17,160,65,Delivered
PO-0000486,KIT-DIN-00063,sup-142,wh-001,2026-08-27,2026-09-23,,154,,In-Transit
PO-0000487,FAS-ACC-00396,sup-104,wh-001,2026-02-26,2026-04-04,2026-04-04,74,71,Delivered
PO-0000488,APP-WOM-01303,sup-030,wh-001,2025-09-24,2025-10-17,2025-10-17,323,76,Delivered
